Zeit [s],Q_downhole [lpm]_s,Pint_downhole [MPa]
3006.723,1.633744268,3.66807
3006.773,1.632987446,3.683516
3006.823,1.633166632,3.657645
3006.873,1.631986171,3.637565
3006.923,1.632905632,3.688536
3006.973,1.631107607,3.674248
3007.023,1.63275883,3.680041
3007.073,1.630484147,3.654555
3007.123,1.632579547,3.654555
3007.173,1.630130206,3.64413
3007.223,1.632184773,3.682357
3007.273,1.62966649,3.697417
3007.323,1.631637912,3.673862
3007.373,1.629335874,3.654169
3007.423,1.630983308,3.658803
3007.473,1.629067062,3.662278
3007.523,1.630559416,3.678882
3007.573,1.62908192,3.664981
3007.623,1.630403489,3.664981
3007.673,1.629529872,3.658417
3007.723,1.630504431,3.667298
3007.773,1.630040719,3.643744
3007.823,1.630624751,3.66807
3007.873,1.630443361,3.659961
3007.923,1.630755806,3.665753
3007.973,1.630700899,3.675021
3008.023,1.630851587,3.641813
3008.073,1.630777265,3.629843
3008.123,1.630818449,3.629843
3008.173,1.63067962,3.663437
3008.223,1.630594997,3.66112
3008.273,1.630354963,3.676179
3008.323,1.630129305,3.647219
3008.373,1.629702607,3.625209
3008.423,1.629558628,3.676951
3008.473,1.628824495,3.662278
3008.523,1.62892611,3.676565
3008.573,1.627897695,3.64915
3008.623,1.628038944,3.64915
3008.673,1.627034053,3.632546
3008.723,1.626795704,3.678496
3008.773,1.625980246,3.663437
3008.823,1.625473431,3.676179
3008.873,1.624764649,3.647605
3008.923,1.624127326,3.644516
3008.973,1.623488766,3.673862
3009.023,1.62289163,3.684674
3009.073,1.622291887,3.66614
3009.123,1.621876415,3.66614
3009.173,1.621291462,3.651466
3009.223,1.621122613,3.653011
3009.273,1.620446372,3.660348
3009.323,1.620616858,3.686991
3009.373,1.619950836,3.658417
3009.423,1.62020059,3.654555
3009.473,1.619722045,3.660734
3009.523,1.619851757,3.646833
3009.573,1.61963819,3.66305
3009.623,1.619612087,3.66305
3009.673,1.619624822,3.659961
3009.723,1.619515734,3.661506
3009.773,1.619660597,3.670773
3009.823,1.619536184,3.639496
3009.873,1.619708048,3.626754
3009.923,1.619656453,3.664981
3009.973,1.619778301,3.652625
3010.023,1.619794522,3.673476
3010.073,1.619857031,3.645674
3010.123,1.619889443,3.645674
3010.173,1.619902354,3.624437
3010.223,1.619925201,3.676565
3010.273,1.619896022,3.658803
3010.323,1.619892797,3.677724
3010.373,1.619848424,3.645288
3010.423,1.619800717,3.634476
3010.473,1.61977441,3.674635
3010.523,1.619673788,3.670387
3010.573,1.619727455,3.672318
3010.623,1.619533536,3.672318
3010.673,1.619751233,3.648763
3010.723,1.619472184,3.644516
3010.773,1.619880068,3.671159
3010.823,1.619526775,3.692783
3010.873,1.620152019,3.664209
3010.923,1.619714828,3.649922
3010.973,1.620543822,3.655328
3011.023,1.620036524,3.653397
3011.073,1.621096821,3.672704
3011.123,1.620504844,3.672704
3011.173,1.621600792,3.656872
3011.223,1.621277395,3.658417
3011.273,1.622249899,3.667298
3011.323,1.622468122,3.645288
3011.373,1.623243361,3.647605
3011.423,1.623863389,3.658803
3011.473,1.624651236,3.66112
3011.523,1.625431696,3.676179
3011.573,1.626252184,3.645674
3011.623,1.627125394,3.645674
3011.673,1.62794315,3.621734
3011.723,1.628874853,3.670001
3011.773,1.629488025,3.660348
3011.823,1.630614982,3.676179
3011.873,1.630916345,3.649922
3011.923,1.632339016,3.62714
3011.973,1.632289233,3.681585
3012.023,1.633780144,3.66305
3012.073,1.63388199,3.673476
3012.123,1.635082084,3.673476
3012.173,1.63561906,3.646833
3012.223,1.636545199,3.637565
3012.273,1.637234934,3.678882
3012.323,1.638046798,3.683902
3012.373,1.638766578,3.667298
3012.423,1.639523398,3.646447
3012.473,1.640115392,3.649536
3012.523,1.640816026,3.663823
3012.573,1.641157288,3.684674
3012.623,1.641941572,3.684674
3012.673,1.641819738,3.659961
3012.723,1.642793314,3.654555
3012.773,1.642199045,3.659575
3012.823,1.643245627,3.642971
3012.873,1.64241396,3.663823
3012.923,1.643407757,3.656872
3012.973,1.642486002,3.659961
3013.023,1.643323207,3.670387
3013.073,1.642392198,3.640268
3013.123,1.642950356,3.640268
3013.173,1.642120204,3.627912
3013.223,1.642164711,3.661892
3013.273,1.641495805,3.659189
3013.323,1.641157038,3.672704
3013.373,1.640539359,3.642585
3013.423,1.639973648,3.621348
3013.473,1.639311279,3.668843
3013.523,1.638604927,3.658417
3013.573,1.637938098,3.673862
3013.623,1.637264991,3.673862
3013.673,1.636633348,3.64606
3013.723,1.6359814,3.625209
3013.773,1.635380142,3.675793
3013.823,1.63476959,3.661506
3013.873,1.634187581,3.668456
3013.923,1.633606651,3.644516
3013.973,1.633043864,3.637565
3014.023,1.632509958,3.672704
3014.073,1.631989751,3.681971
3014.123,1.63151725,3.681971
3014.173,1.631044854,3.664209
3014.223,1.630673072,3.647219
3014.273,1.630341908,3.651852
3014.323,1.630137702,3.655328
3014.373,1.629832262,3.677724
3014.423,1.629803176,3.658803
3014.473,1.629456532,3.647219
3014.523,1.629542159,3.660734
3014.573,1.629180038,3.641041
3014.623,1.629286606,3.641041
3014.673,1.628937285,3.655328
3014.723,1.628958677,3.654942
3014.773,1.628649305,3.656486
3014.823,1.628515626,3.669229
3014.873,1.628220466,3.635249
3014.923,1.627939839,3.624437
3014.973,1.627579555,3.657645
3015.023,1.627161043,3.6561
3015.073,1.626686063,3.670387
3015.123,1.626170025,3.670387
3015.173,1.625659038,3.64606
3015.223,1.625129635,3.620961
3015.273,1.624570861,3.67309
3015.323,1.624004062,3.658031
3015.373,1.623419585,3.670001
3015.423,1.622839189,3.642199
3015.473,1.622215206,3.629843
3015.523,1.621610245,3.675021
3015.573,1.620973301,3.665753
3015.623,1.6203856,3.665753
3015.673,1.619822804,3.664981
3015.723,1.619419899,3.642199
3015.773,1.618965494,3.641041
3015.823,1.618829042,3.665367
3015.873,1.618405283,3.68313
3015.923,1.618505146,3.658803
3015.973,1.618184426,3.645288
3016.023,1.6183847,3.653397
3016.073,1.618233317,3.641041
3016.123,1.618482086,3.641041
3016.173,1.618473693,3.66305
3016.223,1.618814912,3.65108
3016.273,1.618856731,3.64915
3016.323,1.619346082,3.664209
3016.373,1.619322546,3.63409
3016.423,1.619909313,3.636407
3016.473,1.619920998,3.652239
3016.523,1.620447053,3.651466
3016.573,1.620625092,3.664595
3016.623,1.621028297,3.664595
3016.673,1.621285901,3.635635
3016.723,1.621604473,3.616714
3016.773,1.621849658,3.661892
3016.823,1.622086594,3.656486
3016.873,1.622272227,3.665367
3016.923,1.622428527,3.645288
3016.973,1.622529293,3.620189
3017.023,1.622603081,3.671932
3017.073,1.622629222,3.656872
3017.123,1.622638553,3.656872
3017.173,1.622597024,3.662278
3017.223,1.622558886,3.641041
3017.273,1.622435432,3.627526
3017.323,1.622437879,3.672704
3017.373,1.622176162,3.678882
3017.423,1.622329369,3.664981
3017.473,1.621902709,3.640655
3017.523,1.622258608,3.64413
3017.573,1.621741669,3.659189
3017.623,1.622201198,3.659189
3017.673,1.621594357,3.670773
3017.723,1.62214642,3.659575
3017.773,1.621543161,3.645288
3017.823,1.622114856,3.658803
3017.873,1.621518328,3.637565
3017.923,1.622078107,3.658031
3017.973,1.621557845,3.650694
3018.023,1.622155901,3.655714
3018.073,1.621807361,3.666526
3018.123,1.62236168,3.666526
3018.173,1.622155854,3.632546
3018.223,1.622587834,3.630229
3018.273,1.622630428,3.654555
3018.323,1.622939519,3.658031
3018.373,1.623174544,3.665367
3018.423,1.623389732,3.639496
3018.473,1.62373772,3.620189
3018.523,1.623774427,3.66614
3018.573,1.624289235,3.658417
3018.623,1.624084396,3.658417
3018.673,1.624669762,3.667684
3018.723,1.624397155,3.644902
3018.773,1.624880359,3.623664
3018.823,1.624752577,3.674248
3018.873,1.625018623,3.662664
3018.923,1.62497499,3.662664
3018.973,1.625060286,3.642199
3019.023,1.624992747,3.634476
3019.073,1.624945511,3.670387
3019.123,1.62483258,3.670387
3019.173,1.624664396,3.676179
3019.223,1.62447901,3.663437
3019.273,1.624210906,3.641041
3019.323,1.623912067,3.648377
3019.373,1.623553715,3.650694
3019.423,1.623163995,3.668456
3019.473,1.622742241,3.6561
3019.523,1.622371267,3.645674
3019.573,1.621836297,3.664595
3019.623,1.621712265,3.664595
3019.673,1.620909622,3.634862
3019.723,1.621283154,3.661892
3019.773,1.620192449,3.653011
3019.823,1.620958716,3.654169
3019.873,1.619771291,3.66807
3019.923,1.620695294,3.62907
3019.973,1.619582028,3.62907
3020.023,1.620524834,3.656486
3020.073,1.619520974,3.656486
3020.123,1.620379157,3.656486
3020.173,1.619558385,3.665753
3020.223,1.620335568,3.641427
3020.273,1.619780213,3.619417
3020.323,1.620532054,3.667684
3020.373,1.620360341,3.656872
3020.423,1.620923785,3.664209
3020.473,1.621097412,3.647219
3020.523,1.621548137,3.625209
3020.573,1.621952615,3.674248
3020.623,1.622385883,3.674248
3020.673,1.622835115,3.668456
3020.723,1.623166042,3.668456
3020.773,1.6236903,3.641427
3020.823,1.623712327,3.640268
3020.873,1.624490157,3.664595
3020.923,1.624057778,3.681199
3020.973,1.625085345,3.66305
3021.023,1.624231893,3.641813
3021.073,1.625386988,3.659575
3021.123,1.624400381,3.659575
3021.173,1.625532219,3.642971
3021.223,1.624589862,3.670773
3021.273,1.625712703,3.658031
3021.323,1.624841314,3.649536
3021.373,1.625843876,3.668843
3021.423,1.62513167,3.634476
3021.473,1.626025299,3.652625
3021.523,1.625324648,3.655328
3021.573,1.626044488,3.653397
3021.623,1.625358427,3.653397
3021.673,1.625948223,3.667298
3021.723,1.625434123,3.638724
3021.773,1.625920114,3.619803
3021.823,1.625685847,3.660734
3021.873,1.62601905,3.661892
3021.923,1.626021761,3.667298
3021.973,1.626222528,3.646447
3022.023,1.626367438,3.622506
3022.073,1.626507337,3.671546
3022.123,1.626712325,3.671546
3022.173,1.626732519,3.66614
3022.223,1.627068154,3.668456
3022.273,1.626858488,3.64606
3022.323,1.627339784,3.628684
3022.373,1.626871313,3.674635
3022.423,1.627420119,3.680041
3022.473,1.626778573,3.665753
3022.523,1.627443599,3.641041
3022.573,1.626686732,3.64606
3022.623,1.627413327,3.64606
3022.673,1.626608304,3.658803
3022.723,1.627351017,3.681585
3022.773,1.626536132,3.659575
3022.823,1.627171966,3.642199
3022.873,1.62644259,3.660734
3022.923,1.626857173,3.636407
3022.973,1.626301656,3.660348
3023.023,1.626396521,3.6561
3023.073,1.626070646,3.649922
3023.123,1.625944539,3.649922
3023.173,1.625745912,3.668456
3023.223,1.625540081,3.629457
3023.273,1.62547386,3.629843
3023.323,1.625206289,3.654555
3023.373,1.625310157,3.655714
3023.423,1.624976176,3.667298
3023.473,1.625211649,3.637565
3023.523,1.62488685,3.620189
3023.573,1.625251241,3.663437
3023.623,1.62493995,3.663437
3023.673,1.625420859,3.66305
3023.723,1.625059941,3.66807
3023.773,1.625689685,3.646447
3023.823,1.625189669,3.621348
3023.873,1.625933175,3.667298
3023.923,1.625404334,3.665367
3023.973,1.626157309,3.666912
3024.023,1.625895395,3.642971
3024.073,1.626494407,3.632932
3024.123,1.626593488,3.632932
3024.173,1.627034698,3.671546
3024.223,1.627315088,3.671932
3024.273,1.627715328,3.664981
3024.323,1.62802456,3.638724
3024.373,1.628456996,3.646833
3024.423,1.628671521,3.650308
3024.473,1.629226326,3.674635
3024.523,1.629135797,3.66112
3024.573,1.629956351,3.639882
3024.623,1.629451457,3.639882
3024.673,1.630486475,3.663823
3024.723,1.629650716,3.636793
3024.773,1.630755768,3.659575
3024.823,1.629953092,3.655714
3024.873,1.631019643,3.649922
3024.923,1.630075041,3.669229
3024.973,1.631035019,3.62907
3025.023,1.630087928,3.629843
3025.073,1.63083146,3.656872
3025.123,1.629999458,3.656872
3025.173,1.630392412,3.658417
3025.223,1.629757271,3.667684
3025.273,1.629740114,3.639496
3025.323,1.629280675,3.618645
3025.373,1.629026146,3.665753
3025.423,1.628647022,3.664209
3025.473,1.628242196,3.66614
3025.523,1.627949515,3.644902
3025.573,1.627408355,3.624051
3025.623,1.627379177,3.624051
3025.673,1.626651594,3.671546
3025.723,1.626886607,3.663437
3025.773,1.626070591,3.66305
3025.823,1.626420828,3.642971
3025.873,1.625691954,3.640268
3025.923,1.626012975,3.664595
3025.973,1.625479514,3.679654
3026.023,1.625681363,3.661892
3026.073,1.625344145,3.639882
3026.123,1.625541577,3.639882
3026.173,1.62535161,3.654555
3026.223,1.6256073,3.641813
3026.273,1.625590912,3.6561
3026.323,1.625844351,3.657258
3026.373,1.625992715,3.644516
3026.423,1.626257574,3.671546
3026.473,1.626489608,3.630615
3026.523,1.626765018,3.636407
3026.573,1.626952384,3.657258
3026.623,1.627264034,3.657258
3026.673,1.627269446,3.650694
3026.723,1.627741467,3.669229
3026.773,1.627375028,3.635249
3026.823,1.628029016,3.623664
3026.873,1.627247254,3.662664
3026.923,1.627974321,3.662278
3026.973,1.626891576,3.663823
3027.023,1.6277648,3.643744
3027.073,1.626423932,3.621348
3027.123,1.62739795,3.621348
3027.173,1.625937541,3.66614
3027.223,1.6268467,3.667684
3027.273,1.625432849,3.659575
3027.323,1.626113063,3.646833
3027.373,1.624921657,3.627912
3027.423,1.625248047,3.666912
3027.473,1.624407604,3.679654
3027.523,1.624326916,3.658031
3027.573,1.62374734,3.639882
3027.623,1.623431848,3.639882
3027.673,1.622906532,3.644516
3027.723,1.62277602,3.657645
3027.773,1.622000859,3.661892
3027.823,1.62241539,3.662664
3027.873,1.621223688,3.639496
3027.923,1.622210948,3.663437
3027.973,1.620804516,3.636793
3028.023,1.622008443,3.645674
3028.073,1.620423517,3.658417
3028.123,1.621753612,3.658417
3028.173,1.620248745,3.642199
3028.223,1.62138511,3.669229
3028.273,1.619998959,3.626754
3028.323,1.620746243,3.622506
3028.373,1.6195624,3.655714
3028.423,1.620237576,3.652239
3028.473,1.619102005,3.66614
3028.523,1.619832437,3.633318
3028.573,1.618561944,3.62212
3028.623,1.619658673,3.62212
3028.673,1.618398414,3.66112
3028.723,1.619804481,3.659961
3028.773,1.618500523,3.660348
3028.823,1.619980825,3.64413
3028.873,1.618678647,3.62212
3028.923,1.620139324,3.665753
3028.973,1.618808357,3.670001
3029.023,1.620052573,3.657645
3029.073,1.618861444,3.644902
3029.123,1.619823857,3.644902
3029.173,1.618910693,3.631773
3029.223,1.619701441,3.669229
3029.273,1.61915972,3.678882
3029.323,1.619721903,3.658417
3029.373,1.61951154,3.640268
3029.423,1.61978069,3.651852
3029.473,1.619750995,3.651852
3029.523,1.619845277,3.66112
3029.573,1.619846726,3.661892
3029.623,1.619873421,3.661892
3029.673,1.619851292,3.637565
3029.723,1.619837529,3.664209
3029.773,1.619791393,3.633704
3029.823,1.619739351,3.642971
3029.873,1.619675636,3.658031
3029.923,1.619606335,3.644902
3029.973,1.619550973,3.668843
3030.023,1.619506257,3.624437
3030.073,1.619493336,3.623664
3030.123,1.619491027,3.623664
3030.173,1.619543061,3.654942
3030.223,1.619598588,3.652239
3030.273,1.619740831,3.66112
3030.323,1.6198901,3.636407
3030.373,1.620181771,3.622892
3030.423,1.620348598,3.659575
3030.473,1.620884811,3.663437
3030.523,1.620873173,3.658803
3030.573,1.621791473,3.644902
3030.623,1.621525133,3.644902
3030.673,1.622666476,3.623664
3030.723,1.622492791,3.670001
3030.773,1.623502765,3.673862
3030.823,1.623847363,3.658031
3030.873,1.624631414,3.645288
3030.923,1.625280583,3.640655
3030.973,1.626020752,3.665753
3031.023,1.626709845,3.678496
3031.073,1.627362966,3.660348
3031.123,1.628097166,3.660348
3031.173,1.628530339,3.640655
3031.223,1.629389279,3.654555
3031.273,1.629324139,3.643357
3031.323,1.630522075,3.655714
3031.373,1.629827716,3.660348
3031.423,1.631225351,3.641813
3031.473,1.630243074,3.669229
3031.523,1.631697624,3.631387
3031.573,1.630717218,3.632159
3031.623,1.632067005,3.632159
3031.673,1.631169378,3.657645
3031.723,1.632291254,3.646833
3031.773,1.631504365,3.671159
3031.823,1.63235418,3.633318
3031.873,1.63167975,3.620189
3031.923,1.632154741,3.661506
3031.973,1.631703055,3.660348
3032.023,1.631802841,3.661892
3032.073,1.631579518,3.639882
3032.123,1.631461133,3.639882
3032.173,1.63134132,3.623278
3032.223,1.631075,3.666526
3032.273,1.631122517,3.672318
3032.323,1.630650887,3.656872
3032.373,1.630922308,3.646833
3032.423,1.630279821,3.62714
3032.473,1.630626852,3.667684
3032.523,1.629895957,3.683516
3032.573,1.630222801,3.656486
3032.623,1.629528583,3.656486
3032.673,1.629667202,3.64413
3032.723,1.629099184,3.637565
3032.773,1.628968267,3.658803
3032.823,1.62851234,3.662664
3032.873,1.628191582,3.658031
3032.923,1.627728762,3.640655
3032.973,1.627353847,3.657258
3033.023,1.626853689,3.636793
3033.073,1.626589236,3.641041
3033.123,1.625988894,3.641041
3033.173,1.625894054,3.660348
3033.223,1.625217983,3.642971
3033.273,1.625145978,3.669615
3033.323,1.62456579,3.625981
3033.373,1.624369765,3.618259
3033.423,1.623945629,3.659189
3033.473,1.623643917,3.647991
3033.523,1.623321042,3.667298
3033.573,1.623079887,3.631001
3033.623,1.622822935,3.631001
3033.673,1.622657571,3.621734
3033.723,1.622425352,3.658031
3033.773,1.622387431,3.659189
3033.823,1.62210166,3.659961
3033.873,1.622199963,3.641813
3033.923,1.621858785,3.624823
3033.973,1.622021317,3.664209
3034.023,1.621652571,3.672318
3034.073,1.621755212,3.653011
3034.123,1.621410289,3.653011
3034.173,1.621353618,3.644516
3034.223,1.62106485,3.622892
3034.273,1.620846556,3.665367
3034.323,1.620519547,3.677724
3034.373,1.620182118,3.654555
3034.423,1.619770398,3.639496
3034.473,1.61938035,3.642585
3034.523,1.61897942,3.649536
3034.573,1.618610326,3.658417
3034.623,1.618226344,3.658417
3034.673,1.617915943,3.657645
3034.723,1.617541366,3.636021
3034.773,1.617289999,3.660734
3034.823,1.616954215,3.634476
3034.873,1.616807516,3.639882
3034.923,1.616541447,3.660734
3034.973,1.616544454,3.640268
3035.023,1.616334776,3.669615
3035.073,1.616516238,3.627526
3035.123,1.61637131,3.627526
3035.173,1.616705815,3.621734
3035.223,1.616733414,3.654555
3035.273,1.617125409,3.652239
3035.323,1.61741709,3.664595
3035.373,1.617863388,3.634862
3035.423,1.618342306,3.625981
3035.473,1.618892594,3.659961
3035.523,1.619444472,3.665367
3035.573,1.620066252,3.655714
3035.623,1.620575771,3.655714
3035.673,1.621293866,3.641041
3035.723,1.621476636,3.624437
3035.773,1.622544361,3.667298
3035.823,1.622082561,3.674635
3035.873,1.623488619,3.653397
3035.923,1.622601794,3.643744
3035.973,1.623985797,3.632159
3036.023,1.623379643,3.662278
3036.073,1.624467894,3.677724
3036.123,1.624283494,3.677724
3036.173,1.625049301,3.656872
3036.223,1.625012557,3.642971
3036.273,1.625748822,3.653011
3036.323,1.625561481,3.644516
3036.373,1.62655972,3.649922
3036.423,1.625969724,3.658417
3036.473,1.627228701,3.641041
3036.523,1.626285104,3.66807
3036.573,1.627683009,3.631001
3036.623,1.62685705,3.631001
3036.673,1.628080544,3.624051
3036.723,1.627775611,3.658803
3036.773,1.628593059,3.640655
3036.823,1.628839345,3.670387
3036.873,1.629390704,3.631387
3036.923,1.629833631,3.619417
3036.973,1.630294163,3.656872
3037.023,1.630722577,3.656872
3037.073,1.631086643,3.664209
3037.123,1.631450225,3.664209
3037.173,1.631662703,3.637179
3037.223,1.631982324,3.62212
3037.273,1.631984028,3.664595
3037.323,1.632275751,3.670387
3037.373,1.632082512,3.654942
3037.423,1.63227514,3.643744
3037.473,1.631930162,3.624051
3037.523,1.632103847,3.664981
3037.573,1.631617188,3.686991
3037.623,1.631799205,3.686991
3037.673,1.631196253,3.651852
3037.723,1.631349949,3.643744
3037.773,1.630727758,3.638338
3037.823,1.630791275,3.654942
3037.873,1.630265457,3.661506
3037.923,1.630163896,3.654942
3037.973,1.629761309,3.639882
3038.023,1.629535209,3.656486
3038.073,1.629209552,3.638338
3038.123,1.629025792,3.638338
3038.173,1.628664262,3.636021
3038.223,1.628667756,3.66112
3038.273,1.628150268,3.642199
3038.323,1.628451384,3.67309
3038.373,1.627822053,3.631387
3038.423,1.628227415,3.615942
3038.473,1.627565208,3.659961
3038.523,1.627944675,3.647219
3038.573,1.627332807,3.670001
3038.623,1.627519196,3.670001
3038.673,1.627040018,3.630615
3038.723,1.626984932,3.62212
3038.773,1.626632224,3.663823
3038.823,1.626375816,3.658031
3038.873,1.62605177,3.66112
3038.923,1.625685569,3.640655
3038.973,1.625397315,3.626754
3039.023,1.624998861,3.663823
3039.073,1.624867206,3.672704
3039.123,1.624358558,3.672704
3039.173,1.624445006,3.651852
3039.223,1.623874276,3.645674
3039.273,1.624084583,3.628298
3039.323,1.623577275,3.663823
3039.373,1.623839839,3.684288
3039.423,1.623417712,3.651466
3039.473,1.623797634,3.644902
3039.523,1.623437542,3.644516
3039.573,1.623957961,3.646833
3039.623,1.623804509,3.646833
3039.673,1.624361684,3.654942
3039.723,1.624529489,3.659961
3039.773,1.625068771,3.640268
3039.823,1.62556359,3.662664
3039.873,1.626171264,3.637952
3039.923,1.626799557,3.63409
3039.973,1.627463913,3.66305
3040.023,1.628173846,3.639882
3040.073,1.628765306,3.670387
3040.123,1.629509586,3.670387
3040.173,1.62984001,3.625595
3040.223,1.630789255,3.625595
3040.273,1.630568272,3.662664
3040.323,1.631861903,3.649922
3040.373,1.631039062,3.66614
3040.423,1.632425863,3.635249
3040.473,1.631446577,3.626367
3040.523,1.632819458,3.66112
3040.573,1.632016198,3.66305
3040.623,1.633139136,3.66305
3040.673,1.632412198,3.657258
3040.723,1.63322789,3.643744
3040.773,1.632557123,3.626367
3040.823,1.633066394,3.662278
3040.873,1.632580927,3.680427
3040.923,1.632724535,3.651852
3040.973,1.632459345,3.64606
3041.023,1.632405174,3.635635
3041.073,1.632230844,3.657645
3041.123,1.632144863,3.657645
3041.173,1.631978126,3.678882
3041.223,1.631959359,3.655714
3041.273,1.631765767,3.641427
3041.323,1.631849886,3.649536
3041.373,1.631664205,3.641813
3041.423,1.631761503,3.647605
3041.473,1.631619272,3.659961
3041.523,1.631708371,3.643357
3041.573,1.63160664,3.668456
3041.623,1.631681147,3.668456
3041.673,1.631597219,3.636407
3041.723,1.631665452,3.634476
3041.773,1.63157615,3.662278
3041.823,1.631636058,3.642585
3041.873,1.631517662,3.670387
3041.923,1.631600162,3.635249
3041.973,1.631419611,3.619803
3042.023,1.631564044,3.665753
3042.073,1.631317082,3.654169
3042.123,1.631525224,3.654169
3042.173,1.631247161,3.667298
3042.223,1.631515214,3.636793
3042.273,1.631231216,3.626367
3042.323,1.631495236,3.663823
3042.373,1.631217325,3.672704
3042.423,1.631412308,3.656486
3042.473,1.63119009,3.644516
3042.523,1.631332602,3.627526
3042.573,1.631170481,3.66112
3042.623,1.631274854,3.66112
3042.673,1.631167888,3.691625
3042.723,1.631254379,3.653011
3042.773,1.631195067,3.64606
3042.823,1.631246375,3.637952
3042.873,1.631206587,3.65108
3042.923,1.631201648,3.663437
3042.973,1.631157794,3.654942
3043.023,1.631087617,3.645288
3043.073,1.631012842,3.656872
3043.123,1.630872217,3.656872
3043.173,1.630722224,3.638724
3043.223,1.630503106,3.645674
3043.273,1.630246316,3.661892
3043.323,1.629900735,3.642585
3043.373,1.629519261,3.669229
3043.423,1.629056097,3.632546
3043.473,1.62861045,3.618645
3043.523,1.628085039,3.663823
3043.573,1.627637187,3.644516
3043.623,1.627021409,3.644516
3043.673,1.626533442,3.670001
3043.723,1.625872733,3.633704
3043.773,1.625340562,3.624051
3043.823,1.624691993,3.669229
3043.873,1.62406882,3.659961
3043.923,1.623410087,3.66112
3043.973,1.622788803,3.641427
3044.023,1.622153879,3.633318
3044.073,1.62162201,3.663437
3044.123,1.621107478,3.663437
3044.173,1.620704455,3.681199
3044.223,1.620368491,3.654942
3044.273,1.620135976,3.644902
3044.323,1.619977629,3.637565
3044.373,1.619902013,3.659189
3044.423,1.619875269,3.68506
3044.473,1.61994164,3.652239
3044.523,1.620053479,3.647991
3044.573,1.620274346,3.653011
3044.623,1.620454711,3.653011
3044.673,1.620847532,3.639496
3044.723,1.620928478,3.661892
3044.773,1.621559379,3.659189
3044.823,1.621441496,3.647219
3044.873,1.622170022,3.666526
3044.923,1.622168148,3.636407
3044.973,1.622754286,3.634862
3045.023,1.622968114,3.664981
3045.073,1.623405351,3.641813
3045.123,1.623698915,3.641813
3045.173,1.624032515,3.668843
3045.223,1.624337957,3.635249
3045.273,1.624576376,3.618645
3045.323,1.624915512,3.671546
3045.373,1.624993763,3.65108
3045.423,1.625428895,3.670387
3045.473,1.625311867,3.638724
3045.523,1.625857932,3.627912
3045.573,1.625579454,3.668456
3045.623,1.626133778,3.668456
3045.673,1.625893893,3.667684
3045.723,1.626372868,3.663437
3045.773,1.626347142,3.641041
3045.823,1.626682648,3.633318
3045.873,1.626839395,3.663437
3045.923,1.627097841,3.689694
3045.973,1.627340647,3.652239
3046.023,1.627576285,3.645288
3046.073,1.627892566,3.647219
3046.123,1.628065083,3.647219
3046.173,1.628504963,3.647991
3046.223,1.628476611,3.684288
3046.273,1.629112344,3.653783
3046.323,1.628816523,3.647605
3046.373,1.629483809,3.656872
3046.423,1.629309159,3.640655
3046.473,1.629797777,3.653011
3046.523,1.629843426,3.659961
3046.573,1.630124631,3.650694
3046.623,1.630238909,3.650694
3046.673,1.630398438,3.669615
3046.723,1.630478798,3.638724
3046.773,1.630549084,3.622892
3046.823,1.630551621,3.666526
3046.873,1.630544981,3.644902
3046.923,1.630453385,3.670387
3046.973,1.630377632,3.637179
3047.023,1.630144617,3.6171
3047.073,1.630061243,3.672318
3047.123,1.629589795,3.672318
3047.173,1.629663718,3.654169
3047.223,1.628779649,3.668843
3047.273,1.62918371,3.636021
3047.323,1.627904536,3.624823
3047.373,1.628518461,3.665753
3047.423,1.62701043,3.676565
3047.473,1.627553182,3.656486
3047.523,1.626159768,3.63911
3047.573,1.626218647,3.636021
3047.623,1.625139729,3.636021
3047.673,1.624703824,3.656486
3047.723,1.623871648,3.69008
3047.773,1.62317992,3.653011
3047.823,1.622255526,3.64606
3047.873,1.621413431,3.645288
3047.923,1.620626829,3.639882
3047.973,1.619804308,3.664981
3048.023,1.619255993,3.650694
3048.073,1.61838021,3.650694
3048.123,1.618245615,3.650694
3048.173,1.6171378,3.660348
3048.223,1.617513811,3.63911
3048.273,1.61609331,3.636793
3048.323,1.617132404,3.662278
3048.373,1.615619341,3.647991
3048.423,1.616849663,3.66807
3048.473,1.615388427,3.632932
3048.523,1.616487682,3.615169
3048.573,1.615318271,3.668456
3048.623,1.616299236,3.668456
3048.673,1.615534154,3.647991
3048.723,1.61632888,3.672704
3048.773,1.616116717,3.638338
3048.823,1.616641782,3.62212
3048.873,1.616838358,3.673476
3048.923,1.61728059,3.659961
3048.973,1.617602567,3.664981
3049.023,1.618110184,3.639882
3049.073,1.618377206,3.631001
3049.123,1.61911239,3.631001
3049.173,1.619025542,3.667298
3049.223,1.620189259,3.676179
3049.273,1.619587574,3.6561
3049.323,1.620987948,3.642199
3049.373,1.620210653,3.639882
3049.423,1.621610764,3.653783
3049.473,1.621198132,3.688536
3049.523,1.622258286,3.648377
3049.573,1.622324224,3.642971
3049.623,1.62304091,3.642971
3049.673,1.623399327,3.65108
3049.723,1.624010656,3.64413
3049.773,1.624425133,3.662664
3049.823,1.625073049,3.653397
3049.873,1.62534213,3.648377
3049.923,1.626185872,3.663823
3049.973,1.626099687,3.637179
3050.023,1.627269207,3.632546
3050.073,1.626805379,3.661892
3050.123,1.628053944,3.661892
3050.173,1.627675308,3.642199
3050.223,1.628708865,3.670001
3050.273,1.62876882,3.634862
